Model,Scenario,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMAGE 3.2,GP_GlasgowPP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Oil,GW,18.08028169,14.74221138,13.83906609,16.71406307,19.46786709,16.52566179,36.68150415,69.31292761,73.16889465,70.17383881,64.90306146,64.55356497,63.06846797,58.32466901,44.87257771,37.16118579,58.08463379,59.95108887
IMAGE 3.2,GP_GlasgowPP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Hydro,GW,263.5323125,324.0534063,367.1410938,478.6196875,514.142,516.7241875,531.7226875,539.6073125,536.495125,532.0588125,528.343,523.0286875,513.1674063,494.4319063,456.1301875,420.3528125,460.6571875,427.6264063
IMAGE 3.2,GP_GlasgowPP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Gas,GW,236.0959708,295.8980832,367.0784947,565.9692206,1177.119623,1351.918968,1347.197486,1360.162649,1449.103425,1502.33849,1472.325278,1392.782323,1188.804949,964.133231,799.0238926,693.3025576,718.8313882,671.8402305
IMAGE 3.2,GP_GlasgowPP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Coal,GW,814.9160078,1021.984711,1189.047294,730.9476987,377.0165195,108.0034847,86.4852505,100.5700963,103.2611116,104.7255567,104.6927804,94.37049937,72.78994085,60.65170267,69.28865287,65.46111095,92.46159186,97.9240346
IMAGE 3.2,GP_GlasgowPP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Other,GW,0.03583075,0.1862125,0.244142203,1.0291203,4.033403076,5.277108887,5.362290039,5.203345947,5.194991943,4.561119873,4.361672974,5.176590088,5.331730957,4.947377197,5.202173828,5.320190918,5.263697021,5.349294922
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Wind,GW,25.53307047,40.05190088,115.4384037,145.857665,236.1513324,394.984551,485.5969739,554.5372539,703.9431152,668.0962617,611.923123,627.5950801,599.6424023,601.1609102,705.6232578,795.7816055,877.040082,891.3919766
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Nuclear,GW,6.48,14.66,14.76994019,18.69570557,35.95327002,74.31144824,98.96563965,131.2304766,220.1385234,256.0297656,282.7668086,330.9788281,370.1771719,435.7697734,536.5017031,625.8497969,742.1165156,778.1114219
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Biomass,GW,15.03927589,17.6325164,17.54306815,16.85052811,38.92202631,69.05595198,67.44932892,69.46206699,68.48059237,66.66085821,70.70382952,70.45661553,47.20059374,40.01603746,45.42990805,74.06756124,130.5679082,178.5375394
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Solar,GW,6.338990646,41.15960114,173.5198593,251.6547467,349.6019545,1249.952403,2218.127983,2695.531694,3536.368041,3592.276014,3970.362175,4180.940829,4281.821839,4839.593088,4838.09203,5415.714229,5222.927698,5475.764313
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Oil,GW,24.55868446,24.05703505,11.79260714,3.150738787,4.817868761,21.48346079,44.04126405,73.85905011,122.7172872,138.7519537,147.4498364,165.0463606,172.3843527,180.195881,191.5681724,187.0287171,189.6485829,188.3165162
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Hydro,GW,78.97534082,114.9582031,158.9793926,164.7245137,171.9791719,173.2588711,173.9406875,176.3456328,179.814707,176.656457,171.0306875,169.8990117,174.77875,178.5858516,185.8715078,180.4954414,166.1983789,146.8952422
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Gas,GW,55.14682623,74.57975403,99.03263471,136.0741276,221.1332703,424.2526468,525.4992272,644.7756596,952.8692279,1075.539614,1153.783817,1257.459094,1264.738151,1246.485868,1273.04412,1212.341621,1091.792203,1005.292617
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Coal,GW,164.2371006,221.1209259,279.6250736,298.2296356,247.7639627,173.5245553,119.1535592,140.4567422,183.3092262,204.0503397,212.2082222,218.962693,189.9756748,168.7761597,166.4281946,163.6621289,163.374463,157.4022853
IMAGE 3.2,GP_GlasgowPP,Countries of South Asia; primarily India,Capacity|Electricity|Other,GW,0,0.059200001,0.096639999,0.258799988,0.636058929,6.363194229,16.67217334,26.84161505,30.64039478,31.07143127,31.94412671,31.63222534,29.5163866,31.27149878,32.87977051,33.14669971,32.22917896,31.91590894
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Wind,GW,1.645712991,4.340787949,15.29727834,72.23510669,109.0489878,140.8037383,170.7117202,205.3958262,255.940356,259.5472705,247.9395771,260.2812061,275.4890723,237.4018633,250.5702212,309.2364849,345.6036821,339.103665
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Nuclear,GW,21.912,27.652,27.652,27.652,28.69133008,41.76014844,88.29389856,143.9129707,231.0394219,255.5057148,271.0965547,361.0775078,522.9368984,549.8163906,606.2498047,674.9735938,721.1282109,728.0249141
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Biomass,GW,35.83539967,36.79317799,36.12679469,71.07229843,103.7246475,123.8732938,151.7890089,175.4702998,180.5775961,196.3879331,199.0878732,175.5250305,138.6480645,110.2099754,94.57137346,101.335356,101.1038767,93.20137085
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Solar,GW,5.691579091,39.30964419,54.22709637,179.0323985,267.6230746,347.8641804,520.0455022,758.9448331,967.8020936,1044.010966,1077.402709,1298.427388,1400.985511,1244.467036,1394.36075,1387.93836,1306.441079,1368.013568
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Oil,GW,43.91773525,41.9801583,35.74430033,22.52035265,17.1206529,21.46425993,28.98962809,36.36336387,50.93607189,45.10107409,40.18665308,49.54003336,46.27007814,40.73392036,44.20425907,50.8886687,60.44403422,53.18077391
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Hydro,GW,59.9555,83.45394141,93.01200146,118.9711406,129.802709,134.1164678,145.0395332,153.1234219,163.3800039,163.3120527,162.8821465,174.4179819,176.9867544,170.2501531,167.4491184,175.0314089,171.1949919,164.2099458
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Gas,GW,94.18643716,109.1606955,115.8028847,160.3349132,229.4177861,289.9647084,362.8709806,459.3036033,683.6057443,745.7894372,693.3163683,659.1652629,514.3403233,470.7502394,508.3305947,520.2096454,460.3203037,445.2493396
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Coal,GW,107.4750335,159.2898809,157.1539301,47.90998372,29.23987398,33.17158629,35.38742162,42.83872943,83.65295936,89.27606414,90.87476476,94.63147804,93.47495018,89.35402299,79.65653751,40.01448177,22.61118833,20.86066352
IMAGE 3.2,GP_GlasgowPP,Other countries of Asia,Capacity|Electricity|Other,GW,3.843509888,5.89838208,7.850658088,10.33444681,12.89703394,18.18929706,25.69703607,35.22821674,52.77072388,57.50133221,58.55141418,61.59867722,59.25988774,52.34347217,54.60866901,64.72804468,71.42660742,74.09811646
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Wind,GW,3.322478943,6.490764028,16.37047496,55.59860773,137.8657759,211.5264586,285.7086823,397.9362955,559.3181477,612.7951655,681.8205132,794.5360884,929.1197354,1073.775961,1325.21857,1465.907724,1571.84608,1670.470639
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Nuclear,GW,1.93,1.93,1.93,4.387431152,11.27909961,11.71308984,15.96065971,26.22383926,40.43668977,46.23969858,51.01536591,60.64056628,74.61682727,88.82952856,101.3317114,113.6093171,130.0149182,146.8272821
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Biomass,GW,9.803957436,21.3731079,23.24275707,27.91106462,44.63196311,64.78124505,91.4597795,106.9356045,116.0105875,137.0823721,168.558649,181.3646418,185.8313107,168.1069161,163.7575471,206.8888545,226.2649251,227.4384654
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Solar,GW,2.292179085,10.76816125,16.18997572,46.26042301,96.08727353,171.2822979,301.4038226,549.3381712,1134.469086,1724.652816,2290.541767,2817.492092,3544.427515,4903.319317,6210.869812,6780.078129,7293.664427,7516.549929
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Oil,GW,26.22425312,29.3317126,25.93517663,14.13863053,11.50362519,14.3970194,14.99348807,14.91004723,17.94636023,19.70646809,22.66803029,31.02217838,40.64367324,46.76431,51.20910698,54.24286047,57.15434005,60.51104396
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Hydro,GW,45.10185815,63.84114844,69.3835437,92.13447363,124.2261533,131.4268608,138.2458354,164.6340947,193.7921787,210.1066211,217.6040981,225.0606694,231.1662217,234.6789312,233.9815327,229.7379702,220.3307007,213.6930332
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Gas,GW,69.21336523,95.51282622,95.31274047,92.84051914,131.9818177,192.4641439,270.4860055,381.7342171,584.8084809,739.5086143,898.090656,1072.497816,1272.382644,1452.34007,1613.719547,1668.991575,1728.056578,1793.236122
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Coal,GW,42.15690013,49.6489576,46.0204667,19.68137176,7.261973591,8.595107558,12.19943579,17.77825014,27.2954595,33.41970957,39.40644282,47.79745188,57.6933635,62.96528899,67.38383339,67.11250695,63.28300389,63.19097918
IMAGE 3.2,GP_GlasgowPP,Countries of Sub-Saharan Africa,Capacity|Electricity|Other,GW,0.603859973,2.13625651,2.690624472,4.463363532,8.489844401,15.00168813,31.3322068,57.26564526,90.98164941,114.4871888,139.7386107,169.29203,197.2734789,221.0221504,249.2688102,264.6955775,278.9418721,291.8673209
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Wind,GW,0.286220001,0.914960083,4.464698975,15.52693945,26.11510742,40.32063965,80.98293164,129.9093008,252.1963867,480.6306533,580.0567529,671.4705059,773.6733906,761.7583633,569.6826406,606.2930664,900.7476094,1049.647484
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Nuclear,GW,1,7.8,10.34141016,26.20458008,41.08305859,49.39269922,51.96153906,52.70487109,53.76442969,53.86146875,53.86146875,53.58873828,51.75237891,51.08948047,44.45332031,31.35416016,34.76635938,85.02850781
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Biomass,GW,31.05669922,37.11896875,37.01235938,48.37255078,52.3463808,53.17360638,55.98540503,53.07345129,42.87841626,38.19050488,36.41333337,30.80568396,23.87947034,19.9190752,13.7914469,7.869506409,5.537774258,6.099012363
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Solar,GW,1.094986427,7.108728058,17.84236743,54.45450415,113.6728994,162.2511436,269.5635486,454.1930015,720.1627783,1279.85736,1599.184233,2298.130737,3173.76543,6037.573504,5554.347783,5852.256016,7739.087975,9213.575707
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Oil,GW,87.78120313,98.34988281,93.21423179,16.97629931,1.765410348,0.435399911,0.255212701,0.221506005,0.164251576,0.085947276,0.05122523,3.301279919,18.76177991,36.00205603,39.34028882,43.83102309,101.759069,329.9756215
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Hydro,GW,45.42889844,55.88276953,60.52942969,60.46216016,60.39489844,60.32762891,60.26037109,60.14282031,58.93482031,55.93632813,53.12660938,53.63114063,50.41155078,48.13969141,41.44446094,31.17175977,27.23319922,46.16394922
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Gas,GW,153.8902424,184.2290862,195.507271,237.5732504,284.2733215,366.8256172,471.2179858,576.1057927,856.6009686,1371.18093,1598.705816,1900.586633,2259.987809,2447.543909,2359.041584,2198.872287,1902.021213,1417.958413
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Coal,GW,5.151462601,5.456347855,3.581329796,0.269471234,0.036347455,0.004477425,0.001418902,0.000909795,0.000825495,0.0006872,0.000598643,0.045380171,1.652374644,4.253913584,4.81505665,5.257695307,20.85169836,92.31149561
IMAGE 3.2,GP_GlasgowPP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Other,GW,6E-05,0.00506,0.214533694,0.476370341,1.743399048,5.504899902,6.347626953,6.527370117,6.520674072,6.284527588,5.152373535,5.798331299,5.729358307,5.478857399,4.419016145,4.509845247,5.402993196,5.52793802
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Wind,GW,14.51580518,34.5632135,39.26842669,67.77937729,99.11887573,137.1004404,188.2505806,217.2853691,302.2514775,326.4550806,294.0518569,284.6030938,292.2187842,302.509209,317.4931494,386.9716699,453.7742285,437.1735684
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Nuclear,GW,5.468166673,5.49433334,5.917449104,11.88293933,15.53675862,18.14186235,24.56767065,30.49798645,50.61585645,55.77172925,58.75723608,67.27601392,79.58050073,89.52957568,95.9096499,99.34253906,102.8058442,103.201604
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Biomass,GW,36.25566154,39.02873751,39.24317807,41.69023702,46.49542542,61.39646205,70.11186429,66.50644827,76.85264814,74.72636272,73.30255236,73.14304169,67.20449569,53.60603742,41.53346577,32.01974878,21.1516641,15.79900868
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Solar,GW,2.169002365,21.56211997,29.50443713,94.85931869,212.2847095,302.8356194,461.5382999,630.9073558,952.8450339,1073.734214,1187.413601,1328.438677,1359.741154,1294.679497,1234.836751,1456.165574,1479.667403,1646.065235
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Oil,GW,66.3484963,67.55391286,59.0787563,16.55304048,8.734549854,12.23901263,15.88152809,18.56825435,34.4890291,36.2063565,38.41795311,45.80176753,48.92126005,53.37190272,55.94393616,59.98472854,60.05534725,58.7973162
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Hydro,GW,174.8235923,195.4937314,214.6923584,275.217873,323.0483418,354.9810918,382.935416,395.9496523,418.3414609,409.0981738,379.9241387,377.9776875,406.4519023,413.7264629,415.2394512,409.0724395,404.8473926,388.6683379
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Gas,GW,97.32582287,112.9785554,113.683976,116.566726,139.6361011,189.3308492,277.8961163,334.5231246,501.8932456,610.7480869,611.6752057,635.1830832,680.855853,724.51067,753.0656349,776.8972672,770.1127048,725.206005
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Coal,GW,17.4649653,20.1464325,16.54146221,3.800016778,5.263042979,11.1071315,20.52915222,30.05022351,65.47698064,80.69594717,85.8934604,99.28746058,114.0775795,122.8474426,124.4947229,120.6256487,109.1990017,97.62904512
IMAGE 3.2,GP_GlasgowPP,Countries of Latin America and the Caribbean,Capacity|Electricity|Other,GW,1.60063272,2.574480032,3.333061192,6.46269978,8.703977121,12.20948528,19.99958517,29.49413764,52.12519784,68.53140393,70.26171204,79.65096787,83.07848113,82.66861648,83.4832536,98.81491062,113.6055745,118.3361276
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Wind,GW,416.2596572,733.2875742,1014.577422,1346.551398,1678.835,1994.275906,2309.977,2594.568094,3020.944406,3209.685188,3397.850125,3692.778,4103.165688,4608.693,5265.440813,5691.538688,5908.474,6063.861
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Nuclear,GW,436.6085938,512.45,514.0051875,535.412625,548.050875,507.5759063,467.1196875,445.4091875,490.9488125,561.581125,597.0935,638.4183125,680.103875,737.9256875,827.5715,879.310375,925.862625,993.941375
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Biomass,GW,334.1059727,395.3974688,403.5347227,402.3225917,473.098042,571.2061313,712.4390664,804.1741133,858.5737324,859.0610586,917.7769297,1009.164862,1063.136883,1106.19244,1195.303455,1182.624199,1221.474484,1279.100563
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Solar,GW,227.6446836,726.2603721,1235.965042,2255.77665,3137.01521,4278.017109,5877.906039,7328.106381,9378.059238,11061.25398,12445.81959,14308.57609,17088.0036,20346.35259,23952.768,27348.14291,27851.05231,28766.43781
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Oil,GW,515.0289141,489.0138359,454.145404,388.3607843,320.6037854,284.1912134,249.9193824,252.741395,292.067134,338.8700526,378.6751559,428.7636245,565.934021,952.9709946,1751.175699,2199.805844,2250.589465,2180.211932
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Hydro,GW,1151.866,1350.632,1465.119,1651.139,1796.341,1862.763,1924.504,1973.074,2003.039,1978.201,1977.762,1998.324,2003.496,2026.399,2013.464,1932.546,1854.216,1802.285
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Gas,GW,1701.00175,1999.401094,2247.287642,2649.571661,3275.743961,4158.602406,5219.218281,6128.905719,7455.794813,8689.462719,9445.234906,10267.90538,10699.44234,10620.65822,9610.577328,8762.912313,8543.486688,8398.402094
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Coal,GW,1997.391703,2297.325906,2407.486661,2167.701673,2135.907538,2262.168688,2437.616305,2531.308582,2695.126613,2805.918254,2869.949203,3029.694586,3140.088129,3498.741215,4123.088375,4362.911887,4214.580305,4171.175035
IMAGE 3.2,GP_NDC2030_T45,World,Capacity|Electricity|Other,GW,14.17039992,22.56379153,29.00083426,41.36119495,70.6949043,101.3830215,153.9518711,217.8206328,300.1187031,371.5270938,461.7480938,540.7979063,641.6607969,753.6098125,832.342375,848.4063125,869.3234688,876.5725938
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Wind,GW,83.78702,131.3207969,157.0117617,184.487447,235.8660498,326.8553911,487.9706055,522.3109336,545.3549697,490.4319707,431.9464883,345.9037422,393.4375684,486.5057969,580.2457402,641.5199756,651.9674678,619.7921567
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Nuclear,GW,127.6201973,128.0370488,127.1291973,132.9873594,130.7643203,115.9963604,113.0956309,93.15143018,91.36104541,91.45059277,92.12328979,94.69527148,100.9408655,104.4789219,104.0114812,95.29036279,79.40179175,58.33577759
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Biomass,GW,110.7745489,131.838731,132.5277239,131.7297406,178.0091553,207.8984407,271.6176538,277.8681777,277.0369138,264.0221487,269.227834,289.9225745,273.5221494,224.3151135,252.461696,278.5773801,322.4459243,337.050956
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Solar,GW,26.78674652,80.66519275,148.2244688,520.7724269,791.2766024,1299.349596,1771.598422,1832.667297,1875.767476,1671.221609,1698.972744,1798.748703,2129.244609,2528.115389,2901.862722,2905.812565,2761.998861,2772.855223
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Oil,GW,77.39962781,61.40730591,59.18938358,52.19388615,35.66852719,20.96926772,18.45640695,18.754999,19.99025436,20.9986048,21.45352868,20.35794992,17.86185628,15.65578391,13.97932311,14.58229948,16.03160028,18.73987939
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Hydro,GW,172.8031875,181.6681094,180.4182656,203.3265078,217.8965313,215.0404766,218.2752422,219.1092266,206.9543281,185.4269297,178.709,191.1657422,190.6634922,190.2722266,201.4872891,210.8244063,208.2888516,199.124375
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Gas,GW,461.9033247,529.1749692,554.9033247,533.6563448,495.1683894,525.9603704,786.6640853,836.4039216,874.6064138,823.3918977,864.665022,882.7530611,886.4963228,805.0347184,739.5104148,690.8498167,703.5556364,698.7354129
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Coal,GW,337.2221201,309.1288584,209.5678594,66.65636075,24.19512792,21.15896465,37.60329501,41.795925,45.80295115,46.30811916,46.39169222,44.04237425,40.1462149,30.04382479,17.87138723,9.912272213,6.612765766,4.925266117
IMAGE 3.2,GP_NDC2030_T45,North America; primarily the United States of America and Canada,Capacity|Electricity|Other,GW,3.817697109,4.564092031,4.584392244,6.51147228,8.243298134,13.1237841,31.65108009,44.21610956,61.58121913,65.709384,83.79386295,92.09053972,112.4128428,129.9596473,140.794969,140.6366448,131.9038839,117.7500786
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Wind,GW,146.9782432,215.0236289,211.7449271,203.4052271,244.6048567,240.4368055,250.8083408,284.6494941,293.9298662,244.5963223,243.5530107,261.7828813,264.5917188,341.6886169,429.3761963,402.4222981,361.4924534,291.9825354
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Nuclear,GW,148.7145938,147.8452031,148.8300938,153.7565664,159.3117587,137.906235,95.83432416,70.09909827,65.59746594,63.02440454,62.44501514,65.69494092,72.48600049,79.73776074,82.49672363,75.72242041,62.37230469,51.69801733
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Biomass,GW,76.16012353,87.68030698,94.44224252,90.9966351,90.9705853,129.4589354,148.4170365,165.2144435,174.8369373,161.2843384,166.6415422,185.799695,193.4308293,211.8403373,253.4852531,250.6313233,248.7574754,253.3898255
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Solar,GW,101.1211472,166.3451325,203.4057267,480.391027,674.9621293,765.7378748,885.4898952,984.5881646,1107.737806,1110.010695,1104.595852,1118.143671,1127.032793,1215.73157,1641.950416,1671.124717,1688.600473,1652.923081
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Oil,GW,87.75772894,76.8714671,72.10159656,62.37690103,51.50504832,56.63492177,64.315705,65.83348799,62.67621006,49.40790026,39.34266849,34.83257359,34.11789011,45.5191809,56.18454063,56.38546719,61.53693955,63.70259623
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Hydro,GW,191.5451436,209.0385801,212.7363887,241.7719727,271.6775703,266.99225,262.6952266,256.5104961,244.7459531,223.8460625,229.0438438,251.9214688,252.5764531,254.1878848,252.6848398,241.5900801,227.1302656,213.8514258
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Gas,GW,227.1416431,261.9000164,296.4336516,304.915546,308.6581947,415.4511248,506.7925241,581.078501,626.572644,606.8557527,604.2807452,613.0567124,610.4621059,557.7030686,483.7450359,414.3482975,405.4618291,389.2745427
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Coal,GW,289.1285918,293.5295479,246.382314,92.97048186,63.18166359,89.42101422,118.594629,138.6128996,151.4584839,156.8133742,142.0102542,139.4803938,141.7596332,150.3067273,164.7375123,157.9342607,157.639677,155.6615627
IMAGE 3.2,GP_NDC2030_T45,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Other,GW,2.55066002,3.894541168,6.347887779,6.997651573,16.03760934,23.80234937,31.44206963,44.94938483,49.69530267,50.68673358,66.3895694,80.01439911,105.2912944,165.2330493,196.6099059,189.2080464,181.764878,145.9292486
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Wind,GW,7.783353027,14.50121973,20.03436972,24.09084274,38.81882837,47.69132739,62.83974048,68.28604272,74.55503564,72.66726758,68.54171753,70.49650684,85.58217725,93.84317529,95.91123535,101.820395,99.26746582,86.80267529
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Nuclear,GW,49.69966016,49.58942188,50.67469141,53.50710938,51.23952725,46.09399139,42.56901685,43.51162854,43.45560327,43.54342456,43.42300269,43.64644409,46.96764331,49.30852222,48.77581128,49.090573,50.37030164,49.7308598
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Biomass,GW,10.07985693,14.16615356,13.64517847,12.76857599,19.23061485,24.77537525,29.94248308,32.03509892,30.33866087,28.13486754,31.22014544,31.82025404,29.72001066,25.69658872,23.116819,25.51721006,31.26442477,34.02931797
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Solar,GW,36.34865088,85.95385975,90.83297475,102.9660023,150.3022069,185.6018611,270.6831724,279.8619804,284.8498773,272.1497787,260.2849829,296.2506234,320.0753761,347.1857649,362.4258057,359.5315931,340.0596396,306.2822599
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Oil,GW,55.80543602,51.98307465,49.51345224,39.96524543,32.56199069,29.1354753,29.36993701,30.59207165,28.65524846,21.83102272,16.04631494,15.43931802,17.4567191,18.84555812,18.47215257,17.61438755,15.4727659,12.37005515
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Hydro,GW,56.33283203,58.99063867,58.62157813,56.84566016,55.06975,53.29385156,51.51793945,49.59929883,46.384,39.72989063,34.16118066,32.92845996,33.2515,31.9725,31.76233887,35.68511035,41.93138965,42.65492969
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Gas,GW,82.65976194,90.44363312,93.25028322,92.648331,101.669932,114.0645448,134.2127979,143.8572924,154.2113069,158.1207498,163.2722101,163.5594246,170.1979172,166.7467843,164.0489778,168.9094433,170.0593447,167.1119112
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Coal,GW,86.09570687,86.85244537,85.37435036,65.30672481,47.57194196,42.94459778,43.3562662,42.45894254,44.03964013,46.98432379,47.11262325,45.87998594,48.32608298,47.99247248,44.77803796,39.83773241,32.3680111,25.12010698
IMAGE 3.2,GP_NDC2030_T45,Pacific OECD,Capacity|Electricity|Other,GW,1.620240007,2.795996965,3.644567051,4.547033231,12.36324455,17.39274886,19.10129388,22.25706677,27.40269983,32.60445117,35.95851123,38.75854541,43.88953369,47.39703711,49.61936621,56.53742773,61.06063574,62.89210449
