Model,Scenario,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,3.259222756,8.048090259,15.08450774,,15.08450774,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Solar,GW,0,243.82,421.905,600,908.955719,1046.138605,1412.084015,1776.965818,1911.957266,2391.713452,,3103.509236,,3338.760678,,3296.048945,,3131.934139
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Oil,GW,0,3.030004109,0,0,6.11566,6.11566,6.11566,0.881925,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Hydro,GW,0,350,358.6746829,368.057297,393.8190567,416.6840804,441.7733323,473.9014688,474.6928927,475.8473372,,479.5258844,,486.6071429,,486.6071429,,486.6071429
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Gas,GW,0,135.1445254,136.8052048,192.56795,209.139084,551.2449529,816.4859113,832.0912936,906.7680179,850.0704227,,518.2346106,,664.7301697,,635.5809533,,661.3553668
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Geothermal,GW,0,0.022230726,0.017201712,0.013310357,0.319676333,0.730682622,1.305980516,2.100100078,3.196272835,4.709388455,,9.328125687,,17.86303963,,33.63461361,,41.62610465
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Liquids|Oil,GW,0,790.9992503,994.1343594,1193.972963,1313.734433,1344.588262,1092.080881,834.9771876,652.3088324,501.0153774,,282.1424998,,151.0952229,,86.49220104,,39.90964197
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Coal,GW,0,957.0870123,874.4008766,743.9223216,718.5165676,391.0327036,194.2984636,143.9305062,91.87747158,14.39114681,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Liquids|Gas,GW,0,12.37301152,26.15363184,26.15363184,26.15363184,6.931815691,15.6284479,17.3380378,26.54723983,41.6643775,,31.14099053,,25.27021712,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Liquids|Biomass,GW,0,7.851344862,22.94071796,22.94071796,26.25220204,26.50083786,25.47116589,13.12218109,21.24566123,32.59295422,,95.85124189,,251.7996064,,397.8846297,,408.9628177
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Wind,GW,0,60,127.8915068,152.9608648,275.876519,395.8512944,523.6827148,692.0190708,978.6954383,1393.20822,,1461.544915,,1620.549968,,1620.549968,,1727.216635
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Nuclear,GW,0,7.6538,41.40455559,63.7398,84.33954909,125.2963782,179.5608708,239.9943743,336.7365053,375.1211178,,723.014618,,1022.124571,,915.0499125,,764.9249235
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Biomass,GW,0,10,10.09125,13.48797741,10.1825,10.1825,10.1825,10.1825,10.1825,10.1825,,10.1825,,10.1825,,10.1825,,10.1825
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Solar,GW,0,100.225,151.1510328,297.0966964,513.039261,728.8144589,1121.019853,1405.068052,1783.152897,2159.23448,,2734.783438,,3664.83969,,4050.419904,,4429.527502
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Oil,GW,0,24.59571234,24.59571234,22.60991234,22.23697634,10.10016994,3.119624679,1.524826,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Hydro,GW,0,59.2181783,61.35483259,63.00332871,72.07525907,82.88106485,99.72152368,124.7274871,157.9281259,176.1864492,,177.8228438,,175.8474576,,175.8474576,,175.8474576
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Gas,GW,0,68.48302326,122.2168048,174.5319437,229.8296995,242.8088847,303.6232357,301.1821102,282.330004,260.2360828,,314.2122904,,465.5389131,,686.3831291,,1077.74221
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Geothermal,GW,0,0,0,0,0.297373723,0.70785722,1.27447319,2.056608551,3.136238768,4.626519689,,9.1749934,,17.58006815,,33.11171372,,61.81247145
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Liquids|Oil,GW,0,414.8390999,499.5694789,475.9512215,573.0809816,538.8792035,444.8310814,334.1476306,248.5028863,186.9148079,,102.9958431,,52.75045892,,22.66669141,,4.654428532
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Electricity|Coal,GW,0,206.5306266,218.6782413,238.5635065,234.0763065,184.4761899,69.49720162,37.81347099,5.163494112,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of South Asia; primarily India,Capacity|Liquids|Gas,GW,0,2.059685376,6.209657374,6.209657374,0,0,0,0,0.960500446,4.670513028,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Liquids|Biomass,GW,0,32.89881216,32.89881216,32.24881218,30.55594571,29.1856697,38.32895723,43.29022868,51.89983282,73.36675897,,80.75192876,,50.50526305,,23.38741333,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Wind,GW,0,1.797142857,8.075090862,93.44635765,178.0869769,210.9193892,329.6888292,450.0872773,479.9282534,534.0380716,,613.9223394,,689.4876463,,748.3103825,,808.226991
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Nuclear,GW,0,24.731,22.427,17.677,34.70671784,55.74077199,90.29370758,135.2620155,182.6968098,193.6302327,,256.3635709,,237.6512303,,163.5246137,,82.28195398
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Biomass,GW,0,0,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.2,0.2,0.2,,0.2,,0.2,,0.2,,0.2
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Solar,GW,0,6.478684211,63.53136937,223.2986214,400.6377557,525.4126213,690.5010023,1005.798175,1171.365283,1276.891494,,1562.186541,,1754.003009,,1935.37919,,2160.449144
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Oil,GW,0,17.44616203,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Hydro,GW,0,27.81343727,148.5044821,178.7191212,180.598206,179.463221,181.1092717,186.1650867,188.5052232,190.3662946,,190.8318934,,187.8666667,,188.4222222,,188.6666667
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Gas,GW,0,181.1343905,182.5836796,195.1683927,178.3070353,187.3173868,211.025744,227.0408124,256.7263491,281.5823518,,262.8767143,,331.7233163,,387.5249151,,390.1002942
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Geothermal,GW,0,3.956870813,3.935404279,3.045140813,5.348012987,9.304427035,14.05575077,20.14546369,28.55147423,40.15481482,,75.76588834,,141.571201,,263.1721176,,444.0412039
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Liquids|Oil,GW,0,570.1004308,591.3792596,502.1958546,378.5353987,282.8492951,208.8092122,151.5184074,107.1878748,72.88575367,,25.80547926,,2.500407696,,3.360338858,,4.516014431
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Electricity|Coal,GW,0,82.32576938,39.80266547,23.08800334,27.55216443,27.55216443,5.843032425,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Other countries of Asia,Capacity|Liquids|Gas,GW,0,2.670604383,2.670604383,2.670604383,4.018143961,8.048090259,13.17183819,13.17183819,13.17183819,11.14615185,,1.233536421,,1.233536421,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Liquids|Biomass,GW,0,1.659167698,1.461885513,7.414267697,8.072317542,7.113149847,7.113149847,7.113149847,2.58610899,2.423449497,,0.935731101,,0.897517925,,0.006957198,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Wind,GW,0,4.4475,28.8603352,62.15870479,83.92732859,93.52997391,126.9645228,192.1094742,277.2108878,369.5855169,,599.9218967,,926.155326,,1471.388128,,2501.544282
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Nuclear,GW,0,1.93,0,0,0,0,0,0,1.042994255,7.537362161,,29.85661557,,74.0415698,,166.7490998,,162.4589216
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Biomass,GW,0,0,1.013333333,1.013333333,1.00094064,0.968719462,0.76,0.76,0.76,0.76,,0.76,,0.76,,0.76,,0.76
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Solar,GW,0,2.88,18.27663523,69.69945658,98.24212475,144.5097085,235.9464114,387.1238746,602.0909262,881.73491,,1459.46234,,2377.410886,,3653.967922,,5777.381297
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Oil,GW,0,0,0,0,12.73720346,11.96482846,7.07908,4.044555,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Hydro,GW,0,27.14285137,57.45385762,69.51538307,83.89428793,99.5564731,111.9797101,124.3447575,133.5893352,142.9214197,,155.7585243,,164.1765572,,168.5365572,,170.9765572
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Gas,GW,0,24.24189457,34.59430938,49.51865995,54.88708708,93.00996389,175.475872,240.8562596,340.2214193,414.1235097,,706.6251134,,911.1493214,,941.3298995,,550.0332123
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Geothermal,GW,0,0.295814905,0.529408,0.529408,3.81723149,7.908324585,13.73931665,21.93897286,33.25746972,48.88109681,,96.58382682,,184.7331791,,347.6234017,,648.6264598
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Liquids|Oil,GW,0,104.6685489,115.6141167,110.3712589,115.4664795,115.9370608,122.2075692,106.021654,75.9472788,60.79346094,,119.7296898,,77.83808665,,104.593757,,154.2903921
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Electricity|Coal,GW,0,44.48987351,21.50118761,21.50118761,32.9297,19.7583,4.5535,0.2685,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Sub-Saharan Africa,Capacity|Liquids|Gas,GW,0,3.15731925,4.838145637,4.838145637,5.802507489,5.113229984,5.351029069,3.670202683,2.70584083,2.70584083,,0,,0.171082154,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Biomass,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Wind,GW,0,2.27946364,28.12844064,91.79054765,91.45054765,90.86554765,111.5669703,211.4907925,355.5505127,581.4017943,,665.2299799,,792.9642896,,929.2499285,,1703.487891
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Nuclear,GW,0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Biomass,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Solar,GW,0,1.844,92.63247576,169.9965155,169.9965155,171.0442083,273.829624,508.5379845,638.3567806,947.6404975,,1187.257621,,1517.297852,,2418.666906,,3654.804511
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Oil,GW,0,68.42263861,6.531496296,6.531496296,74.83101401,74.83101401,33.418988,14.251761,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Hydro,GW,0,36.20990118,37.11388167,36.55291936,35.77201936,34.50026493,34.23200303,33.52647129,33.50991745,73.95746343,,71.23414083,,68.96971638,,68.96971638,,68.96971638
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Gas,GW,0,299.7609282,362.3472046,403.2732944,481.3549615,604.2235909,791.7137673,919.5004786,1093.67217,1245.640243,,1469.469254,,1628.149386,,1469.679717,,1072.196522
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Geothermal,GW,0,0,0,0,0,0,0.297373723,0.625698343,0.988195252,1.66144126,,3.695857449,,7.45523284,,9.713585575,,12.46650496
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Oil,GW,0,912.2397737,793.8595403,813.4714698,1187.982883,1423.365203,1568.716309,1554.231313,1476.214533,1211.647091,,1141.201375,,1458.205553,,1462.954849,,1368.786142
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Coal,GW,0,2.494981919,1.130546505,1.130546505,2.406,1.446,0.06,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Gas,GW,0,1.419750752,3.098046518,3.098046518,5.546773642,5.546773642,4.12702289,2.448727125,2.448727125,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Liquids|Biomass,GW,0,43.57920235,43.67406173,42.94124104,44.88431456,38.13971514,28.20212154,28.50818635,22.85850183,14.97363894,,2.369309955,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Wind,GW,0,30.85,37.12170802,66.7194797,161.9300467,184.3189535,210.5711472,233.0351898,253.0845269,289.0270675,,338.476421,,401.7373728,,479.0584965,,608.9226073
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Nuclear,GW,0,4.2601,5.4501,4.2601,2.1351,0.7301,0.7301,0.7301,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Biomass,GW,0,8.010623158,11.19879559,13.77425574,13.9092215,14.07538045,14.41902024,14.59963282,14.98764706,14.98764706,,14.98764706,,14.98764706,,14.98764706,,14.98764706
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Solar,GW,0,7.258,16.9,36.51636562,167.6174169,265.6516987,334.0667722,462.2099876,499.8551282,588.2255101,,684.4823614,,853.2443482,,1175.140659,,1682.489441
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Oil,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Hydro,GW,0,190.3348406,205.8472597,218.0904972,228.7997849,241.9851778,255.7164378,272.1630982,302.3336615,334.2709484,,400.1078132,,499.0987408,,574.9561247,,583.421241
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Gas,GW,0,54.446412,67.94800777,66.67673242,78.70296816,85.61815774,147.0113358,243.1383599,301.1105453,337.6632734,,385.8755754,,393.8247963,,357.9074197,,406.8154413
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Geothermal,GW,0,0.918588653,1.310258226,1.013852839,4.678035685,9.420474865,14.20427896,19.39984327,25.13616608,31.46952997,,46.18241072,,64.11733026,,85.9798971,,112.6302441
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Liquids|Oil,GW,0,610.638559,699.6685758,681.8997859,646.2149473,574.3731869,461.1903768,348.8101194,365.1621603,364.1995739,,490.8228996,,561.0931459,,588.7456268,,506.9608997
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Electricity|Coal,GW,0,14.55158039,1.18373939,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of Latin America and the Caribbean,Capacity|Liquids|Gas,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Liquids|Biomass,GW,0,216.6779172,205.6035831,197.038922,175.2846041,165.0951928,139.4381936,199.322236,307.5210466,483.8084612,,904.0295351,,1220.518672,,1291.224007,,1348.362124
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Wind,GW,0,722.6668467,1302.108088,1530.560211,2177.813766,3063.899457,4519.101352,5873.5789,7043.066734,8523.621416,,10443.71638,,10898.72148,,11520.99523,,13594.74105
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Nuclear,GW,0,391.4006,536.3324001,627.0052218,750.8947028,909.1453329,1105.223202,1354.828612,1704.26544,2286.849584,,3183.780215,,3809.365894,,3672.970446,,3166.581956
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Biomass,GW,0,71.95527733,62.69951587,48.12498048,46.27695763,44.86281307,44.72941176,44.72941176,44.75294118,44.75294118,,44.97647059,,53.27444851,,63.5726169,,59.31186323
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Liquids|Coal,GW,0,0,0,2.985442147,3.183122318,8.414487231,15.27856589,25.33996506,40.12346135,61.06013758,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Solar,GW,0,679.4640586,1191.345914,2332.635252,3946.972136,6038.186123,8430.777275,11189.16975,13686.47112,15830.27026,,18411.59407,,21641.14983,,25564.00438,,30583.58458
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Oil,GW,0,120.9809971,47.64664436,41.57608005,39.53054268,36.93697848,29.54193432,14.251761,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Hydro,GW,0,1150.969202,1281.094328,1416.92172,1631.983736,1751.377608,1903.448632,2102.479908,2263.011055,2428.081036,,2568.523021,,2717.347423,,2800.250903,,2837.537896
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Gas,GW,0,1808.248654,2181.214818,2547.96053,2692.217939,3045.029847,3145.740449,2718.967201,2331.155617,1696.748115,,1681.759313,,1762.285649,,1642.129286,,1816.215789
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Geothermal,GW,0,11.48084577,27.14479652,55.53756648,97.18464057,155.9343106,234.6020436,345.1593299,490.8847935,698.861116,,1232.507658,,1835.506142,,2753.547675,,3511.334836
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Liquids|Oil,GW,0,6161.851246,6251.021141,5865.790593,5191.436493,4317.957093,3340.423032,2540.069238,1921.128899,1394.906562,,688.7425957,,587.1758868,,533.5092674,,503.1358706
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Electricity|Coal,GW,0,1920.780421,1612.867368,1389.639342,1109.552559,577.8491711,286.4836487,166.9115207,113.2377079,68.4946827,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,World,Capacity|Liquids|Gas,GW,0,21.68037128,47.34580018,65.61441313,76.10797486,83.13794011,79.8226313,63.68673663,71.519487,88.05127375,,222.3077199,,26.21455068,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,North America; primarily the United States of America and Canada,Capacity|Liquids|Biomass,GW,0,101.0430674,93.18987932,88.84965529,73.04926061,62.25882001,27.73236466,36.39280794,44.21112319,65.66316707,,89.68790991,,99.59313551,,98.09493518,,103.6272884
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,North America; primarily the United States of America and Canada,Capacity|Electricity|Wind,GW,0,130.5866667,247.0741845,308.5799882,333.7675659,409.447042,723.5712084,827.4435227,902.0920428,983.3521242,,1141.391519,,1339.114886,,1442.756668,,1482.859575
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,North America; primarily the United States of America and Canada,Capacity|Electricity|Nuclear,GW,0,118.8474,130.954219,144.4626589,138.1646042,154.8542996,173.0738689,204.1208133,292.2350071,420.2844463,,674.1056381,,674.1056381,,661.3316975,,612.3239845
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,North America; primarily the United States of America and Canada,Capacity|Electricity|Biomass,GW,0,6.228521817,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,North America; primarily the United States of America and Canada,Capacity|Liquids|Coal,GW,0,0,0,0,0.197680171,0.197680171,0.197680171,0.197680171,0.197680171,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_GlasgowP,North America; primarily the United States of America and Canada,Capacity|Electricity|Solar,GW,0,89.31942857,89.67657143,219.2846252,570.2626181,878.6765175,1173.044724,1729.531267,1996.833916,2164.360481,,1973.258263,,2154.387213,,2289.163677,,2351.323182
